10000 7200
14 52 21
22 8 40
4 18 56
17 43 34
4 31 45
8 50 28
19 38 15
14 45 55
12 30 39
14 3 47
22 27 11
10 51 40
6 38 4
10 21 55
6 8 17
11 26 17
8 33 18
6 11 55
6 3 17
16 55 31
8 56 51
15 51 54
21 55 24
15 49 16
5 13 46
19 22 6
6 22 58
15 50 8
15 21 1
14 40 53
4 32 48
20 37 46
11 40 53
16 10 37
12 49 57
12 52 49
11 58 55
20 29 22
21 39 57
8 5 56
19 7 47
6 15 11
13 42 36
16 42 58
18 8 56
15 8 22
19 27 45
5 37 39
20 59 50
2 31 54
0 1 46
22 51 41
2 47 48
3 10 33
23 43 25
18 17 19
18 52 0
2 31 19
17 54 5
4 44 14
8 51 44
6 20 39
16 46 0
11 49 42
9 13 1
10 35 10
0 39 39
19 33 34
5 3 55
13 58 37
4 57 17
20 53 2
13 28 30
3 14 53
3 48 26
16 27 35
14 13 33
17 14 27
14 36 39
18 28 42
3 51 45
3 38 43
10 44 10
1 12 25
18 25 51
10 34 7
23 5 30
19 55 29
9 7 46
12 17 58
1 30 5
8 18 21
19 25 51
9 52 13
17 42 27
11 40 45
6 44 41
8 18 43
16 10 14
11 18 56
17 3 28
0 8 15
23 30 15
14 5 55
17 30 24
16 51 18
14 39 33
11 37 33
21 35 15
17 23 7
17 3 9
12 7 13
2 20 53
20 1 1
0 32 36
8 11 18
16 4 3
16 41 31
3 59 25
11 32 6
16 56 9
1 18 11
1 34 15
18 30 40
10 35 47
11 51 41
10 57 19
12 49 47
21 49 40
14 33 47
6 18 23
11 10 58
3 41 33
7 41 21
19 41 5
6 46 8
20 56 36
15 55 3
0 1 10
17 20 23
12 35 50
9 37 40
7 5 51
15 41 43
13 22 27
3 54 22
9 44 27
20 39 3
22 36 25
22 20 30
7 32 55
2 9 38
13 36 36
22 35 4
17 51 34
23 20 37
23 38 29
18 9 11
4 27 30
17 23 27
3 23 1
1 11 8
2 59 17
17 55 57
22 52 55
7 32 12
14 53 38
16 13 51
23 25 53
22 16 57
21 55 13
22 30 10
13 52 1
17 1 49
12 59 1
1 13 54
3 5 44
18 51 20
18 1 46
23 39 34
19 47 31
16 29 1
15 24 16
10 9 48
20 26 16
20 27 28
7 45 50
7 0 0
4 21 21
20 10 26
1 44 57
14 47 48
14 43 34
7 23 3
14 2 1
22 11 45
15 8 33
22 19 54
0 5 12
19 17 39
17 27 48
0 10 13
15 11 42
14 36 47
7 0 57
17 57 39
10 58 21
23 12 16
6 45 19
7 4 29
21 12 47
18 8 31
3 18 29
7 55 58
19 44 50
3 49 24
10 0 15
21 28 33
7 40 6
18 55 18
23 52 4
15 3 48
17 36 52
18 4 8
1 50 23
10 8 1
3 36 22
14 7 23
2 40 28
14 29 27
3 42 52
3 57 57
2 3 22
20 21 46
21 49 2
13 14 59
15 17 56
19 4 47
23 5 20
10 16 28
11 46 59
0 5 20
15 3 58
3 37 47
0 48 19
1 43 22
9 19 5
10 6 50
6 49 49
7 16 9
5 23 26
9 42 25
5 49 34
11 28 28
12 30 58
23 14 42
0 32 8
21 28 26
15 15 30
2 40 49
3 48 27
22 35 59
3 32 23
19 0 15
22 24 3
21 58 24
23 54 29
3 52 54
2 56 39
0 2 54
0 18 2
7 1 32
9 33 48
23 3 50
1 28 32
5 6 34
15 54 47
21 36 23
13 55 20
22 51 45
0 55 27
2 6 58
7 23 43
12 4 7
14 33 24
5 39 33
10 17 21
16 56 49
7 58 20
10 10 54
11 50 52
10 29 23
23 59 8
3 47 49
0 41 14
19 45 8
19 57 39
8 14 56
14 32 29
16 55 8
21 3 17
17 10 38
8 50 32
22 3 25
4 32 3
17 6 37
13 25 3
21 54 57
12 53 11
9 35 18
21 49 23
11 20 5
11 15 34
8 29 27
8 43 37
5 48 4
18 34 26
4 58 0
22 27 56
15 26 10
22 2 3
3 23 26
2 9 0
15 42 38
23 4 20
14 44 25
5 17 54
6 54 31
14 38 26
23 45 16
20 27 34
8 42 8
9 53 2
21 39 12
14 44 46
21 25 1
12 35 52
23 38 52
14 26 52
7 41 43
2 37 13
6 52 42
4 16 22
16 51 46
12 12 11
5 52 26
11 46 7
19 13 23
1 23 30
19 13 14
9 50 43
4 1 22
18 9 57
5 2 13
15 56 34
18 57 12
8 30 57
3 44 58
14 51 18
11 58 12
8 30 53
2 37 49
4 26 54
9 45 18
23 49 55
13 22 37
1 54 35
17 29 20
2 55 49
4 10 6
2 12 35
9 12 33
9 46 32
15 2 37
19 42 22
14 53 49
16 50 51
8 42 0
16 54 57
15 35 10
2 13 30
7 23 27
4 44 32
18 25 31
6 56 48
15 34 28
13 5 42
9 53 8
14 50 43
19 21 53
8 38 52
6 48 58
14 8 44
22 55 17
6 1 47
18 9 46
20 6 41
22 38 47
0 59 26
5 17 56
22 52 27
6 55 58
16 40 50
12 5 58
12 12 0
11 6 32
7 53 21
4 47 51
10 6 24
12 5 32
19 44 19
17 20 41
23 37 48
23 3 18
11 8 30
0 7 48
6 2 46
17 17 51
1 28 10
5 2 33
9 44 23
5 4 59
18 11 54
22 40 22
5 32 21
8 11 54
2 32 7
16 1 7
22 23 37
10 42 24
5 24 49
13 12 43
8 2 39
17 23 53
5 33 42
1 25 26
8 44 17
5 20 13
7 29 17
21 45 55
18 4 30
1 4 18
13 11 31
21 32 30
11 51 32
5 58 6
6 54 42
9 13 16
7 21 59
4 1 11
7 42 54
5 15 51
9 28 38
14 53 36
17 2 35
2 25 35
6 29 34
22 38 41
2 48 24
22 51 51
3 55 22
11 53 29
23 56 9
16 2 33
13 54 25
5 33 15
19 1 36
0 35 38
6 14 21
14 20 14
5 46 22
19 49 22
6 14 9
23 22 35
22 35 33
18 39 36
18 37 42
7 6 36
8 15 6
4 45 15
0 33 3
1 28 15
20 9 22
17 32 54
6 42 39
12 37 47
11 12 22
1 47 21
6 19 31
22 55 32
8 8 54
19 49 12
17 43 11
4 1 44
11 22 44
4 18 28
4 25 19
12 38 9
0 25 3
11 45 38
8 24 10
13 37 30
8 24 30
23 18 48
13 5 31
22 57 29
11 58 10
13 48 11
18 55 31
16 8 33
17 18 16
12 52 52
10 43 44
16 58 14
1 56 44
0 45 17
3 9 16
19 36 42
3 10 30
17 27 19
0 57 38
10 20 43
10 7 37
13 23 29
8 58 32
9 47 5
11 45 23
17 52 58
7 8 29
15 42 27
11 37 49
9 35 42
12 46 51
18 32 56
20 31 51
8 40 55
12 52 29
11 20 40
21 36 19
11 25 28
18 51 15
10 43 25
5 28 4
22 36 14
2 35 13
1 33 26
12 22 45
3 13 32
3 37 41
0 58 32
7 7 10
14 17 47
7 31 16
8 32 54
3 28 42
2 23 6
18 47 10
15 25 38
9 35 22
12 19 37
14 7 25
22 26 51
17 44 40
10 54 13
10 51 28
13 11 26
12 7 53
21 21 2
23 13 7
12 26 6
20 50 45
12 36 23
14 1 7
2 26 48
7 36 13
5 3 51
19 28 54
3 10 7
17 44 17
23 47 13
21 53 47
19 22 26
1 38 21
3 54 39
23 57 45
20 22 19
19 49 34
5 52 9
19 32 41
11 0 13
15 36 19
8 22 33
3 23 46
15 40 25
0 35 50
23 50 30
14 20 8
8 30 11
7 39 3
7 33 21
9 26 48
17 49 42
6 4 34
9 14 35
14 3 2
14 13 57
10 11 40
17 47 59
13 34 14
12 11 27
14 17 29
15 48 55
1 36 55
6 32 8
21 28 9
7 50 8
1 26 10
6 10 6
9 12 24
21 10 12
1 26 59
19 33 57
10 41 8
10 12 11
7 37 23
19 9 44
16 8 16
1 30 7
7 23 19
1 10 35
0 17 12
1 30 43
5 0 0
4 5 5
7 51 59
4 9 34
16 36 3
21 27 55
2 22 20
2 38 11
17 47 3
2 19 50
18 44 36
21 49 49
6 28 31
22 28 13
2 12 36
21 48 29
15 37 8
2 40 23
15 15 5
18 18 31
14 20 33
6 4 24
19 32 15
15 12 20
7 12 41
10 29 44
12 50 55
22 15 13
11 12 32
10 57 7
2 50 40
21 2 23
6 50 26
0 39 15
7 45 29
10 18 43
3 8 54
13 17 3
17 26 27
12 26 21
2 15 53
2 12 38
1 49 1
5 25 45
22 29 49
0 10 54
7 42 37
9 25 50
8 39 17
4 21 24
12 50 4
19 52 19
21 18 35
22 57 25
9 19 38
8 13 57
20 32 19
0 32 33
21 52 50
12 30 38
6 21 45
14 13 57
0 42 57
13 13 34
17 48 30
19 31 7
16 4 0
4 43 22
23 28 34
17 24 42
20 19 38
11 48 7
14 34 7
0 26 54
11 57 40
18 16 0
10 1 25
10 35 51
9 2 33
8 46 14
19 3 9
14 30 54
0 37 2
2 17 5
0 42 24
4 22 10
7 3 38
2 25 3
6 39 38
4 23 20
20 44 18
18 41 18
4 45 27
19 17 1
0 56 58
12 31 28
13 20 56
16 18 6
0 39 45
16 26 38
21 48 39
6 36 49
23 39 29
13 8 47
2 52 49
4 28 21
19 49 33
15 56 26
1 53 46
8 24 15
16 14 39
19 12 35
11 34 23
6 40 38
21 12 8
0 13 26
11 33 19
16 20 21
2 43 41
12 28 33
4 14 19
21 38 9
6 46 39
3 15 2
18 40 55
9 48 10
3 15 4
13 2 43
18 10 14
17 20 11
14 5 9
16 39 53
0 47 53
14 38 46
17 15 40
10 58 58
19 21 17
22 9 48
17 36 33
1 51 21
15 13 9
11 15 12
9 8 31
13 1 47
22 14 54
21 48 8
19 1 57
7 32 11
17 54 54
23 53 48
12 45 13
21 16 16
1 26 5
14 14 2
23 30 16
6 38 9
7 42 33
9 55 58
21 30 41
23 13 6
22 38 57
18 51 39
20 52 17
21 39 18
5 1 27
7 18 40
3 42 30
12 11 3
18 50 49
17 17 11
7 48 31
12 34 23
17 11 6
12 47 52
19 43 25
8 13 27
3 53 53
12 15 48
19 27 59
1 16 30
19 29 48
14 30 57
17 52 48
12 37 16
21 4 36
0 16 9
12 17 57
6 52 51
11 45 57
21 12 23
10 40 6
13 48 6
7 35 55
15 41 59
20 15 58
12 16 6
20 4 30
7 24 49
14 24 26
22 54 58
14 49 47
6 4 55
14 33 19
1 5 34
20 3 9
1 10 24
3 37 5
21 56 25
3 54 32
0 25 57
9 0 32
23 5 7
14 54 18
9 59 56
0 16 46
8 9 9
21 53 31
17 56 16
5 7 33
11 41 32
6 31 16
7 21 41
20 40 1
13 7 39
21 31 19
19 44 32
18 35 18
19 18 55
8 9 4
22 13 12
11 24 59
19 4 48
19 38 41
11 32 31
18 19 27
3 49 31
6 54 5
20 58 52
11 3 9
6 47 58
23 19 34
1 0 31
21 27 19
16 4 44
8 51 23
7 13 9
10 21 41
3 6 37
18 42 9
16 22 26
17 11 8
9 49 45
23 28 35
18 56 3
6 4 35
1 53 50
8 28 29
4 55 26
8 10 18
10 2 22
9 46 7
5 9 14
19 5 1
13 49 4
7 34 32
14 29 41
14 42 33
16 16 17
20 30 13
8 27 18
23 59 51
5 55 59
11 53 1
20 3 40
23 24 51
11 22 37
14 50 43
5 16 46
1 11 38
14 34 18
23 22 37
14 54 21
9 16 8
19 31 42
14 41 40
10 17 36
14 25 8
13 48 1
11 3 26
23 18 13
8 33 33
13 44 3
18 57 31
5 10 10
9 27 24
7 26 18
9 54 40
5 35 11
20 7 44
2 47 5
14 19 14
2 10 42
15 24 8
3 49 31
5 7 55
16 6 17
17 20 54
16 56 59
11 12 15
13 19 19
4 13 39
11 4 17
2 51 13
20 59 53
13 28 49
14 49 1
11 2 25
5 27 37
2 43 8
15 49 49
14 47 3
21 46 15
11 12 19
19 27 45
15 20 57
11 33 8
21 8 57
17 8 53
20 9 34
19 31 25
20 13 52
10 49 35
15 4 38
0 9 11
6 1 31
8 56 27
21 58 54
9 5 57
6 18 10
19 44 33
13 44 34
15 20 26
19 5 52
0 11 51
22 20 56
11 55 41
15 59 36
0 19 18
9 47 21
7 56 42
14 36 42
11 5 14
10 18 52
7 28 19
16 40 29
5 40 41
8 16 34
4 46 30
13 55 22
14 50 19
22 44 17
10 43 48
0 48 23
18 40 21
11 30 20
3 57 58
23 2 7
19 34 36
21 50 1
13 8 57
13 11 13
14 4 21
6 56 50
12 32 0
0 31 21
0 54 7
18 6 41
21 45 38
0 8 56
17 42 15
9 10 7
16 0 44
7 9 20
20 55 47
5 59 21
5 50 22
10 9 38
11 21 1
16 43 46
16 1 12
11 33 14
16 17 29
9 17 46
10 22 25
15 40 17
4 42 32
4 19 7
1 41 39
10 18 29
10 17 52
8 29 49
18 16 3
18 25 39
10 59 49
11 19 48
19 23 47
2 48 38
9 22 38
9 28 12
3 35 45
1 26 33
15 40 53
19 15 29
16 52 59
8 23 52
11 52 19
16 13 5
4 38 46
8 57 4
2 22 50
12 54 29
1 36 35
4 5 37
0 29 19
21 56 42
21 46 45
20 49 16
0 14 59
11 40 2
15 41 25
0 29 18
0 47 25
11 3 3
19 39 0
23 17 48
23 27 21
19 25 59
16 23 8
14 8 54
23 19 24
19 49 24
7 13 9
8 16 56
13 48 24
2 45 38
2 1 49
13 25 11
1 34 30
3 53 50
1 59 8
14 1 31
14 0 15
3 32 30
21 28 26
16 6 56
23 35 17
6 10 38
11 29 53
23 38 32
19 48 58
22 21 20
13 51 13
19 12 25
0 52 43
6 20 11
2 52 34
0 32 4
7 37 50
3 14 51
13 59 17
11 56 28
8 32 1
7 6 48
15 48 44
13 12 36
3 41 46
17 3 42
17 25 56
3 55 43
5 1 44
1 44 22
11 2 56
15 29 8
13 6 44
7 0 28
1 28 28
17 6 33
9 29 45
22 49 49
10 51 17
1 11 21
3 40 4
23 33 20
17 18 8
3 59 39
3 29 56
6 11 12
4 7 57
22 6 17
6 45 3
17 30 28
13 9 23
11 40 49
19 34 34
19 21 5
16 15 9
0 53 11
11 14 13
10 39 51
23 14 14
1 40 46
19 43 0
19 18 54
14 24 8
12 8 38
20 34 21
2 7 27
16 39 37
10 55 48
21 16 28
19 43 11
19 39 44
0 33 48
12 3 35
6 44 46
5 31 28
6 48 53
4 36 53
0 55 26
11 37 12
13 55 47
10 6 37
11 16 38
6 33 42
16 4 21
21 36 27
3 53 14
18 20 17
11 22 48
0 21 27
0 20 51
11 44 10
12 41 13
5 31 37
15 2 29
2 57 46
10 16 20
0 54 5
21 38 34
5 27 18
22 45 23
12 49 45
23 53 31
9 10 39
8 38 33
23 21 5
7 10 22
8 37 19
21 6 16
11 30 2
13 12 12
4 57 35
11 30 28
14 51 34
0 16 52
13 36 45
7 14 7
12 23 22
5 10 39
9 26 22
2 44 4
14 7 4
21 16 57
13 23 52
17 20 22
21 1 22
2 10 4
4 31 35
16 52 46
19 20 15
17 45 24
22 33 0
15 12 15
5 32 51
8 59 6
11 36 42
7 17 17
6 15 59
10 31 49
12 14 3
20 27 11
23 52 42
12 23 25
9 53 47
13 59 13
9 14 18
10 35 2
10 14 38
19 45 16
9 51 42
7 59 40
0 5 2
6 23 3
0 52 59
15 19 18
1 22 17
12 5 52
16 1 1
22 47 31
23 50 39
8 56 15
10 43 40
1 45 40
9 51 52
15 6 59
12 19 12
18 11 27
23 16 2
10 55 36
23 27 22
21 13 13
8 41 4
19 0 43
3 9 43
22 38 57
13 46 31
19 13 20
16 25 36
19 50 31
0 52 52
8 58 11
23 49 13
6 3 41
5 30 0
22 45 57
22 5 28
12 23 57
12 44 41
0 47 10
5 41 26
17 17 39
5 40 22
20 50 12
10 54 19
16 34 24
22 15 54
6 29 6
11 50 5
5 18 37
0 17 14
19 46 54
4 22 37
1 5 14
15 28 2
19 48 56
15 20 18
16 5 56
23 12 42
9 29 32
14 50 47
23 10 29
4 1 55
16 37 39
4 54 57
16 56 41
21 7 2
5 18 0
4 55 32
18 45 2
7 59 39
15 54 55
14 23 40
21 33 29
20 15 48
10 41 37
7 1 32
17 29 39
3 44 35
18 47 8
13 23 11
2 56 18
2 13 6
3 15 40
16 3 26
9 46 44
21 5 56
12 18 54
4 38 52
18 50 8
23 3 18
21 15 11
6 17 12
8 17 9
5 1 36
3 54 3
13 58 52
16 16 27
6 30 47
12 34 28
23 50 32
10 43 0
15 10 35
0 58 23
1 59 54
19 57 58
11 56 29
10 21 15
11 13 59
4 12 21
5 2 55
3 24 52
2 37 18
0 46 39
19 28 13
5 13 47
8 23 10
21 13 42
0 37 27
6 25 25
12 17 39
13 22 47
12 17 23
5 12 35
14 8 7
22 31 49
9 17 50
12 43 22
2 5 29
13 13 27
17 32 50
22 48 39
12 48 10
21 32 0
15 18 59
3 33 24
16 15 14
19 21 56
6 28 48
8 51 2
5 56 10
14 16 23
20 30 6
8 56 53
10 11 54
20 4 20
19 7 22
4 52 29
9 33 59
16 4 3
12 25 17
0 33 12
3 33 23
21 31 48
11 14 30
17 0 17
15 23 31
20 52 52
22 51 39
14 52 5
9 30 33
5 1 13
9 46 54
1 43 18
14 19 23
8 40 33
20 2 6
18 19 49
20 11 49
4 57 31
2 33 45
11 4 1
1 35 0
21 43 13
10 53 50
13 37 19
23 15 55
6 8 56
1 22 31
3 42 48
6 6 54
5 0 24
20 27 1
1 11 44
22 1 11
22 3 0
5 56 1
9 52 14
7 56 41
19 1 59
14 59 54
5 43 33
1 58 28
15 2 35
11 30 14
4 16 53
15 3 58
22 21 53
3 41 23
20 25 16
6 55 58
10 50 2
18 29 6
9 12 31
14 13 32
0 52 25
14 1 2
16 38 28
13 25 18
12 15 12
8 53 54
9 23 22
5 20 37
2 4 37
13 48 45
2 25 36
10 44 13
20 2 44
19 38 29
16 44 14
0 58 48
2 32 58
7 10 9
4 41 52
15 18 7
11 8 3
13 43 15
11 54 54
21 17 39
12 34 1
4 25 51
10 11 15
10 53 33
7 30 39
7 50 38
1 53 42
0 7 10
16 17 42
2 12 12
23 37 52
19 12 30
21 17 23
0 49 21
4 44 30
2 37 5
4 14 26
22 54 38
8 53 27
22 16 46
9 52 16
3 29 32
11 52 59
20 6 4
12 37 13
0 36 25
10 46 12
2 7 32
14 21 22
10 42 52
18 1 28
23 59 57
0 1 28
21 50 54
1 41 58
21 43 29
20 41 9
16 43 12
4 41 54
17 56 39
1 22 33
4 17 47
12 4 39
11 12 52
23 37 57
16 36 29
5 25 12
20 18 38
22 44 34
6 24 36
1 8 23
2 10 24
20 17 13
0 24 52
4 46 1
10 31 17
7 53 51
2 26 6
18 29 6
17 48 37
17 34 38
14 53 41
23 10 8
23 21 29
17 3 45
3 26 36
18 37 44
11 51 2
13 52 35
18 9 49
6 39 40
0 8 31
15 54 48
22 23 54
4 7 14
14 56 31
23 49 30
2 29 36
17 26 19
22 6 40
18 13 26
10 35 43
5 51 4
1 56 22
18 47 23
1 44 44
2 15 0
0 12 44
8 18 30
15 42 33
16 46 59
14 54 50
9 33 24
19 47 13
18 20 36
21 56 39
4 35 34
20 45 28
21 55 20
2 28 20
23 31 23
9 0 11
3 27 48
22 31 54
7 22 0
8 31 26
23 35 41
19 13 35
12 13 27
17 19 49
21 30 4
13 4 0
16 0 44
11 10 27
13 38 38
19 8 0
8 36 27
0 42 45
17 50 2
4 2 43
20 52 35
12 39 48
5 43 24
17 41 12
1 41 2
2 33 55
19 47 31
3 48 46
8 27 38
22 0 45
21 31 39
20 6 45
0 41 5
10 16 46
5 46 51
2 32 49
0 24 40
13 46 45
19 52 22
2 5 37
14 35 14
23 54 33
15 8 14
11 22 49
15 11 3
5 59 31
21 2 4
1 46 52
18 37 29
2 48 26
3 42 5
9 29 45
20 46 53
4 13 12
7 11 25
2 9 25
2 25 55
21 35 14
16 1 31
20 29 58
18 44 55
22 31 25
1 42 58
2 53 59
13 9 21
6 55 5
6 4 49
9 47 19
18 41 3
22 16 59
17 15 19
2 4 30
22 28 13
11 53 9
18 7 24
22 5 51
5 16 35
15 36 56
0 40 27
6 32 38
3 22 18
8 54 14
1 37 22
17 39 2
9 43 31
5 23 2
21 38 11
14 53 36
6 56 4
16 6 45
22 26 38
9 19 10
21 18 12
9 37 56
23 57 39
14 54 24
8 53 30
5 2 49
9 14 29
13 39 23
11 7 36
22 57 38
4 32 50
20 13 38
7 27 1
19 17 24
19 33 43
1 9 42
5 53 49
12 29 52
22 7 47
19 25 31
20 34 19
15 15 58
21 41 1
14 52 32
13 33 14
11 31 50
22 4 54
22 59 57
6 33 18
21 20 45
17 7 12
7 34 50
17 59 11
12 5 50
16 56 18
23 9 58
7 38 12
11 52 50
11 58 9
1 51 1
3 6 40
1 43 10
15 3 35
14 5 43
5 41 21
17 17 1
2 30 24
9 15 1
19 0 9
7 37 10
4 6 17
23 20 46
9 3 15
18 57 34
17 30 8
9 41 9
13 10 45
16 51 52
18 16 2
12 27 31
0 27 26
2 33 38
2 31 33
8 10 3
21 24 38
11 37 43
2 6 29
7 28 8
11 6 29
6 31 20
19 47 41
23 6 56
0 7 13
5 8 20
13 13 50
22 52 50
14 8 18
16 29 11
15 46 26
5 5 37
1 28 44
4 19 53
14 40 29
18 46 42
12 25 26
21 56 7
11 14 17
4 16 25
4 34 58
9 57 50
21 39 53
9 59 42
4 53 25
6 20 39
2 7 23
9 12 3
15 34 59
6 32 9
17 59 17
18 32 40
18 24 19
20 55 14
0 45 8
7 3 4
13 42 49
4 49 59
21 27 43
0 48 45
11 16 21
9 48 5
7 49 34
0 47 43
6 5 33
3 9 59
0 34 38
14 37 13
6 2 2
22 16 43
12 10 25
2 7 15
18 41 3
2 14 56
4 8 38
20 43 47
19 8 43
6 35 38
9 34 52
16 34 50
11 34 2
17 38 31
16 10 27
3 17 6
5 41 46
14 39 38
2 32 10
0 36 16
6 45 37
14 56 9
17 57 50
20 52 7
15 53 49
1 25 6
20 23 0
23 36 42
3 48 25
2 39 22
4 7 9
8 49 34
6 31 17
12 0 21
4 49 46
8 28 32
1 31 36
9 5 28
18 20 58
23 0 41
13 4 9
8 26 16
16 9 5
1 0 16
2 36 45
20 48 25
9 51 27
7 47 36
2 58 7
14 19 24
22 37 1
19 33 18
9 28 4
11 30 48
16 1 20
7 52 13
13 58 1
1 0 55
0 30 12
4 46 32
13 55 14
20 34 50
23 48 22
4 4 27
13 5 59
23 1 29
7 46 26
22 9 41
4 59 39
3 2 1
13 16 47
8 57 51
18 25 38
18 2 6
12 21 45
0 41 12
19 48 11
3 34 19
13 25 3
20 25 39
13 34 10
19 23 26
14 50 40
23 14 30
19 58 30
11 37 18
7 24 38
16 14 42
16 44 7
19 49 22
23 6 14
5 39 45
12 4 18
17 3 0
0 15 40
12 4 22
21 11 30
0 14 4
21 10 20
0 7 2
1 4 37
19 25 51
1 5 20
20 9 51
5 43 14
22 34 46
2 42 16
13 38 37
10 57 48
2 12 28
5 47 42
8 48 37
5 27 5
7 5 23
20 0 49
20 9 37
6 51 44
6 33 2
0 32 29
8 58 17
17 22 54
10 32 7
15 34 55
14 43 15
4 48 44
16 31 28
1 24 24
18 58 52
2 22 38
6 8 54
4 59 24
7 24 48
13 38 37
15 56 11
12 42 29
23 18 28
18 17 50
14 48 45
6 0 25
18 23 39
3 37 16
9 16 4
18 39 21
4 58 3
5 55 33
22 42 43
17 9 19
23 53 43
16 38 51
6 40 56
15 13 16
2 51 29
5 27 26
2 30 30
2 25 10
22 41 52
17 58 15
22 57 3
2 34 44
0 39 31
6 29 38
21 1 4
20 27 0
7 55 35
3 4 28
22 53 14
20 42 43
2 23 17
21 40 9
0 26 7
7 31 38
4 29 52
0 13 37
11 43 28
9 43 40
13 49 27
3 28 32
7 29 39
18 2 3
16 35 5
20 15 40
7 28 58
18 42 46
2 23 30
12 24 54
16 50 23
1 44 42
4 9 17
15 21 10
23 43 53
8 30 42
4 52 3
23 3 43
18 12 37
6 27 22
7 47 21
12 25 34
21 8 14
2 58 52
17 25 7
17 9 4
21 22 58
20 50 28
19 42 35
20 12 26
19 35 25
12 55 14
11 41 33
5 51 3
14 47 55
0 9 25
20 23 33
19 28 7
8 51 0
22 44 39
1 2 29
12 49 31
4 57 10
1 41 8
7 41 31
20 26 11
23 44 43
21 24 36
10 45 44
13 40 16
13 24 27
4 41 15
7 28 10
3 27 22
7 38 29
22 14 29
12 17 41
8 20 21
6 35 35
20 9 4
12 31 14
9 33 2
12 6 5
21 39 12
1 13 40
15 40 40
12 41 56
5 16 28
17 41 43
17 19 46
5 37 45
16 27 54
7 32 3
17 37 29
21 14 7
10 6 48
6 7 1
13 6 52
3 51 22
13 26 38
4 57 50
9 2 34
17 27 9
19 10 6
14 9 30
3 46 39
6 55 34
21 17 47
11 40 42
21 49 32
22 38 11
12 53 4
18 23 34
10 9 14
1 19 28
23 23 18
22 0 17
13 20 8
1 31 29
19 37 57
23 34 54
12 31 7
22 51 30
12 46 38
21 55 47
7 17 11
11 47 55
13 26 21
18 22 15
7 52 2
14 31 37
18 13 5
14 21 3
14 48 56
16 44 10
8 58 5
8 20 45
6 11 33
21 13 32
11 48 38
4 28 13
17 38 10
9 9 0
7 4 36
15 28 30
23 30 16
2 33 48
5 17 42
0 27 32
7 25 53
1 27 25
11 18 23
5 12 23
22 40 58
21 49 17
0 55 8
22 2 57
18 9 34
4 53 40
20 20 48
2 37 30
15 26 1
8 19 44
22 13 6
13 58 9
13 46 30
10 33 29
23 1 45
12 5 15
20 2 3
20 22 42
1 15 11
23 56 54
14 4 12
22 21 49
12 13 21
2 24 31
13 6 15
14 49 11
6 3 47
22 16 39
6 44 42
14 42 30
11 38 47
15 48 51
13 19 16
20 9 15
2 35 15
19 10 9
9 34 22
6 29 4
19 29 2
17 5 2
5 36 28
4 5 42
10 29 7
5 52 35
13 32 20
19 10 49
5 13 43
1 24 23
2 49 54
11 54 2
18 8 6
13 12 36
19 12 35
14 24 14
1 0 40
4 39 6
1 53 31
8 35 19
17 35 39
20 42 32
18 5 20
9 14 21
7 3 51
3 56 29
10 52 57
18 23 51
9 29 13
9 47 29
22 48 23
13 33 7
2 45 56
21 9 40
11 19 59
17 41 39
15 56 20
13 23 14
16 0 17
1 58 14
10 56 59
4 7 13
21 59 7
21 13 53
2 17 4
1 12 43
5 33 59
13 35 25
15 13 32
0 39 19
12 31 3
0 47 52
12 51 21
1 44 44
11 31 47
19 52 41
0 58 0
13 40 21
14 25 0
3 45 44
15 5 43
11 18 8
16 0 18
6 3 24
20 27 40
10 34 20
10 6 40
16 50 12
13 24 50
23 21 57
7 36 19
5 15 27
12 21 58
10 44 25
6 58 46
7 25 45
14 16 18
0 51 23
17 45 59
1 49 52
1 49 56
18 12 5
11 57 36
15 18 4
13 19 9
4 10 36
8 29 18
0 24 17
7 11 55
18 43 5
11 54 5
18 40 16
9 57 17
23 35 32
14 58 4
1 48 24
19 59 39
0 6 35
13 20 0
14 16 42
15 57 54
0 43 22
4 51 46
16 19 49
18 30 5
10 34 59
5 26 2
12 31 35
2 19 23
1 14 27
12 30 36
20 10 35
0 35 36
22 54 35
7 39 29
20 36 22
23 31 25
17 34 13
3 42 22
0 57 46
19 37 7
7 31 51
18 50 42
21 47 53
13 55 13
21 51 34
5 19 20
17 37 33
3 17 29
2 1 18
19 35 17
2 45 11
17 9 46
10 14 17
5 23 30
23 24 19
21 46 48
3 6 56
2 49 47
7 58 26
21 11 6
6 0 19
14 30 34
22 43 34
6 46 40
22 57 55
13 29 58
4 2 51
1 52 55
8 43 17
20 6 19
10 37 59
7 47 0
23 53 50
13 49 54
16 45 34
4 50 21
5 8 29
15 33 57
22 9 55
1 59 39
12 41 23
6 48 12
2 11 6
12 13 44
8 16 27
19 53 34
2 18 54
15 35 9
4 48 12
16 41 29
21 17 49
15 33 30
18 16 55
11 8 31
21 32 43
2 32 49
22 37 48
16 5 53
13 18 7
11 54 32
12 5 33
1 48 40
12 1 34
1 43 19
8 26 4
0 45 11
15 6 3
10 31 11
23 43 19
1 24 52
4 59 1
15 8 58
9 55 19
20 26 29
16 28 48
6 20 23
6 25 22
16 58 58
0 15 2
23 43 45
8 48 59
16 18 6
14 9 7
22 5 40
15 56 56
14 28 13
18 0 5
22 5 33
3 5 58
12 49 32
17 24 49
4 12 3
22 53 1
11 42 37
0 24 44
23 4 5
10 7 58
